user_id,recency,frequency,monetary,last_trip_time,rfm_score,segments
R05270,55,16,269.65999999999997,2025-03-04,4,At Risk Users
R05271,8,14,212.39000000000001,2025-04-20,6,Occasional Riders
R05272,5,16,239.39,2025-04-23,7,Occasional Riders
R05273,2,31,507.32,2025-04-26,15,High‑Value Loyalists
R05274,9,20,358.23,2025-04-19,11,Regular Commuters
R05275,23,14,196.17000000000002,2025-04-05,4,At Risk Users
R05276,28,30,441.78,2025-03-31,12,High‑Value Loyalists
R05277,10,16,225.7,2025-04-18,6,Occasional Riders
R05278,25,24,397.04,2025-04-03,11,Regular Commuters
R05279,16,19,316.1,2025-04-12,8,Occasional Riders
R05280,8,11,171.39,2025-04-20,6,Occasional Riders
R05281,13,23,337.85,2025-04-15,11,Regular Commuters
R05282,9,17,272.62,2025-04-19,8,Occasional Riders
R05283,23,26,443.4,2025-04-05,12,High‑Value Loyalists
R05284,4,22,370.29,2025-04-24,14,High‑Value Loyalists
R05285,6,19,325.37,2025-04-22,10,Regular Commuters
R05286,30,18,303.40999999999997,2025-03-29,7,Occasional Riders
R05287,7,20,275.69,2025-04-21,9,Regular Commuters
R05288,3,16,286.57,2025-04-25,9,Regular Commuters
R05289,30,21,320.52,2025-03-29,8,Occasional Riders
R05290,6,19,306.46000000000004,2025-04-22,9,Regular Commuters
R05291,24,28,453.91,2025-04-04,12,High‑Value Loyalists
R05292,80,19,338.11,2025-02-07,7,Occasional Riders
R05293,7,24,396.44,2025-04-21,13,High‑Value Loyalists
R05294,30,18,232.07,2025-03-29,5,At Risk Users
R05295,46,18,269.81,2025-03-13,5,At Risk Users
R05296,60,19,315.42,2025-02-27,6,Occasional Riders
R05297,11,22,322.96,2025-04-17,10,Regular Commuters
R05298,38,18,285.75,2025-03-21,5,At Risk Users
R05299,8,21,350.03000000000003,2025-04-20,11,Regular Commuters
R05300,13,20,269.5,2025-04-15,8,Occasional Riders
R05301,98,13,176.3,2025-01-20,3,At Risk Users
R05302,12,16,242.73000000000002,2025-04-16,5,At Risk Users
R05303,27,16,223.72,2025-04-01,4,At Risk Users
R05304,18,14,192.39,2025-04-10,5,At Risk Users
R05305,16,20,275.44,2025-04-12,8,Occasional Riders
R05306,44,19,313.42,2025-03-15,6,Occasional Riders
R05307,34,21,351.14,2025-03-25,8,Occasional Riders
R05308,81,13,209.51999999999998,2025-02-06,3,At Risk Users
R05309,13,18,263.45,2025-04-15,7,Occasional Riders
R05310,2,20,296.04,2025-04-26,11,Regular Commuters
R05311,2,16,262.92,2025-04-26,8,Occasional Riders
R05312,38,19,296.68,2025-03-21,6,Occasional Riders
R05313,27,26,365.01,2025-04-01,11,Regular Commuters
R05314,43,16,258.31,2025-03-16,4,At Risk Users
R05315,36,21,332.85,2025-03-23,8,Occasional Riders
R05316,6,10,153.84,2025-04-22,6,Occasional Riders
R05317,21,22,322.93,2025-04-07,9,Regular Commuters
R05318,8,24,377.83,2025-04-20,13,High‑Value Loyalists
R05319,13,26,369.58,2025-04-15,12,High‑Value Loyalists
R05320,12,26,411.76,2025-04-16,13,High‑Value Loyalists
R05321,18,25,426.41999999999996,2025-04-10,13,High‑Value Loyalists
R05322,26,16,206.33,2025-04-02,4,At Risk Users
R05323,5,23,347.9,2025-04-23,13,High‑Value Loyalists
R05324,32,23,329.48,2025-03-27,9,Regular Commuters
R05325,16,16,247.2,2025-04-12,6,Occasional Riders
R05326,11,23,387.01,2025-04-17,12,High‑Value Loyalists
R05327,16,28,406.88,2025-04-12,13,High‑Value Loyalists
R05328,14,25,413.01,2025-04-14,13,High‑Value Loyalists
R05329,8,17,352.43,2025-04-20,10,Regular Commuters
R05330,5,20,300.48,2025-04-23,11,Regular Commuters
R05331,9,18,282.46,2025-04-19,8,Occasional Riders
R05332,10,22,348.84,2025-04-18,12,High‑Value Loyalists
R05333,23,19,319.9,2025-04-05,7,Occasional Riders
R05334,4,20,285.3,2025-04-24,10,Regular Commuters
R05335,9,15,230.53,2025-04-19,6,Occasional Riders
R05336,12,19,268.77,2025-04-16,7,Occasional Riders
R05337,2,18,303.65,2025-04-26,10,Regular Commuters
R05338,23,19,296.51,2025-04-05,7,Occasional Riders
R05339,48,14,225.22,2025-03-11,3,At Risk Users
R05340,14,24,356.77,2025-04-14,11,Regular Commuters
R05341,17,22,300.36,2025-04-11,10,Regular Commuters
R05342,5,21,324.37,2025-04-23,12,High‑Value Loyalists
R05343,42,22,354.59,2025-03-17,9,Regular Commuters
R05344,20,18,308.81,2025-04-08,7,Occasional Riders
R05345,42,23,333.44,2025-03-17,9,Regular Commuters
R05346,47,25,383.68,2025-03-12,11,Regular Commuters
R05347,35,19,273.62,2025-03-24,5,At Risk Users
R05348,77,20,299.22,2025-02-10,7,Occasional Riders
R05349,24,20,332.06,2025-04-04,9,Regular Commuters
R05350,47,26,377.2,2025-03-12,11,Regular Commuters
R05351,9,13,231.31,2025-04-19,6,Occasional Riders
R05352,3,24,318.24,2025-04-25,12,High‑Value Loyalists
R05353,42,25,416.83,2025-03-17,11,Regular Commuters
R05354,19,22,339.52,2025-04-09,10,Regular Commuters
R05355,25,24,359.21,2025-04-03,10,Regular Commuters
R05356,5,21,311.17,2025-04-23,11,Regular Commuters
R05357,8,18,274.14,2025-04-20,8,Occasional Riders
R05358,46,25,426.34000000000003,2025-03-13,11,Regular Commuters
R05359,5,18,288.33,2025-04-23,10,Regular Commuters
R05360,23,23,319.46,2025-04-05,9,Regular Commuters
R05361,18,17,211.06,2025-04-10,6,Occasional Riders
R05362,2,13,223.51999999999998,2025-04-26,7,Occasional Riders
R05363,18,7,95.4,2025-04-10,5,At Risk Users
R05364,7,15,217.12,2025-04-21,6,Occasional Riders
R05365,28,20,288.86,2025-03-31,8,Occasional Riders
R05366,39,16,254.95,2025-03-20,4,At Risk Users
R05367,15,16,277.1,2025-04-13,6,Occasional Riders
R05368,40,14,243.22,2025-03-19,3,At Risk Users
R05369,30,15,266.08,2025-03-29,5,At Risk Users
R05370,10,26,396.76,2025-04-18,14,High‑Value Loyalists
R05371,20,21,310.45,2025-04-08,8,Occasional Riders
R05372,20,21,379.94,2025-04-08,10,Regular Commuters
R05373,11,23,362.64,2025-04-17,11,Regular Commuters
R05374,22,25,347.02,2025-04-06,11,Regular Commuters
R05375,6,23,365.90999999999997,2025-04-22,12,High‑Value Loyalists
R05376,3,13,189.19,2025-04-25,7,Occasional Riders
R05377,4,23,330.63,2025-04-24,13,High‑Value Loyalists
R05378,7,17,248.75,2025-04-21,8,Occasional Riders
R05379,56,19,269.91,2025-03-03,5,At Risk Users
R05380,9,24,379.89,2025-04-19,13,High‑Value Loyalists
R05381,8,13,182.82999999999998,2025-04-20,6,Occasional Riders
R05382,13,23,348.76,2025-04-15,11,Regular Commuters
R05383,40,17,240.26,2025-03-19,4,At Risk Users
R05384,32,24,406.0,2025-03-27,10,Regular Commuters
R05385,13,20,274.97,2025-04-15,8,Occasional Riders
R05386,28,13,207.27,2025-03-31,4,At Risk Users
R05387,29,23,351.15999999999997,2025-03-30,10,Regular Commuters
R05388,9,24,340.11,2025-04-19,12,High‑Value Loyalists
R05389,12,20,300.64,2025-04-16,9,Regular Commuters
R05390,34,22,363.53000000000003,2025-03-25,9,Regular Commuters
R05391,23,23,341.41,2025-04-05,10,Regular Commuters
R05392,24,18,339.16,2025-04-04,8,Occasional Riders
R05393,13,23,361.28,2025-04-15,11,Regular Commuters
R05394,22,18,288.62,2025-04-06,7,Occasional Riders
R05395,4,20,325.09000000000003,2025-04-24,12,High‑Value Loyalists
R05396,15,18,301.51,2025-04-13,8,Occasional Riders
R05397,7,22,315.24,2025-04-21,11,Regular Commuters
R05398,6,27,416.89,2025-04-22,14,High‑Value Loyalists
R05399,12,8,110.69,2025-04-16,5,At Risk Users
R05400,7,31,389.71,2025-04-21,14,High‑Value Loyalists
R05401,24,22,339.11,2025-04-04,10,Regular Commuters
R05402,7,13,176.69,2025-04-21,6,Occasional Riders
R05403,17,16,265.2,2025-04-11,6,Occasional Riders
R05404,55,28,441.33,2025-03-04,11,Regular Commuters
R05405,25,22,388.78,2025-04-03,11,Regular Commuters
R05406,33,20,317.35,2025-03-26,7,Occasional Riders
R05407,40,17,284.49,2025-03-19,5,At Risk Users
R05408,28,21,307.06,2025-03-31,8,Occasional Riders
R05409,5,25,398.43,2025-04-23,15,High‑Value Loyalists
R05410,6,19,264.56,2025-04-22,8,Occasional Riders
R05411,36,16,246.4,2025-03-23,4,At Risk Users
R05412,14,23,318.83,2025-04-14,10,Regular Commuters
R05413,24,25,346.14,2025-04-04,11,Regular Commuters
R05414,23,20,258.3,2025-04-05,7,Occasional Riders
R05415,26,20,311.96,2025-04-02,8,Occasional Riders
R05416,24,23,309.02,2025-04-04,9,Regular Commuters
R05417,3,21,310.69,2025-04-25,11,Regular Commuters
R05418,7,27,421.08,2025-04-21,14,High‑Value Loyalists
R05419,12,23,318.42,2025-04-16,10,Regular Commuters
R05420,4,27,462.83,2025-04-24,15,High‑Value Loyalists
R05421,18,15,239.08,2025-04-10,5,At Risk Users
R05422,13,17,287.91,2025-04-15,8,Occasional Riders
R05423,25,18,278.2,2025-04-03,6,Occasional Riders
R05424,48,23,356.37,2025-03-11,9,Regular Commuters
R05425,10,21,409.26,2025-04-18,12,High‑Value Loyalists
R05426,4,20,295.26,2025-04-24,11,Regular Commuters
R05427,3,26,442.21000000000004,2025-04-25,15,High‑Value Loyalists
R05428,19,19,340.74,2025-04-09,8,Occasional Riders
R05429,6,26,366.77,2025-04-22,13,High‑Value Loyalists
R05430,40,18,258.62,2025-03-19,5,At Risk Users
R05431,16,21,294.07,2025-04-12,9,Regular Commuters
R05432,1,25,348.4,2025-04-27,14,High‑Value Loyalists
R05433,10,17,223.26,2025-04-18,7,Occasional Riders
R05434,22,17,277.48,2025-04-06,6,Occasional Riders
R05435,5,17,287.42,2025-04-23,10,Regular Commuters
R05436,54,25,365.49,2025-03-05,10,Regular Commuters
R05437,47,19,295.38,2025-03-12,6,Occasional Riders
R05438,21,15,211.25,2025-04-07,4,At Risk Users
R05439,26,19,305.40999999999997,2025-04-02,7,Occasional Riders
R05440,41,17,300.24,2025-03-18,6,Occasional Riders
R05441,62,10,207.26,2025-02-25,3,At Risk Users
R05442,16,21,316.7,2025-04-12,9,Regular Commuters
R05443,1,16,260.13,2025-04-27,8,Occasional Riders
R05444,9,26,370.58,2025-04-19,14,High‑Value Loyalists
R05445,34,14,213.58,2025-03-25,3,At Risk Users
R05446,5,26,410.71999999999997,2025-04-23,15,High‑Value Loyalists
R05447,2,22,397.89,2025-04-26,14,High‑Value Loyalists
R05448,14,25,425.54,2025-04-14,13,High‑Value Loyalists
R05449,26,22,330.4,2025-04-02,10,Regular Commuters
R05450,3,26,344.73,2025-04-25,14,High‑Value Loyalists
R05451,26,21,367.68,2025-04-02,9,Regular Commuters
R05452,6,23,415.55,2025-04-22,13,High‑Value Loyalists
R05453,7,14,207.1,2025-04-21,6,Occasional Riders
R05454,51,13,216.1,2025-03-08,3,At Risk Users
R05455,46,19,294.12,2025-03-13,6,Occasional Riders
R05456,21,19,317.75,2025-04-07,7,Occasional Riders
R05457,58,27,449.04,2025-03-01,11,Regular Commuters
R05458,2,20,315.59,2025-04-26,11,Regular Commuters
R05459,14,20,281.17,2025-04-14,8,Occasional Riders
R05460,19,19,311.58,2025-04-09,7,Occasional Riders
R05461,23,19,346.15,2025-04-05,8,Occasional Riders
R05462,17,10,166.22,2025-04-11,5,At Risk Users
R05463,3,28,378.88,2025-04-25,15,High‑Value Loyalists
R05464,19,23,367.19,2025-04-09,10,Regular Commuters
R05465,62,15,213.32999999999998,2025-02-25,3,At Risk Users
R05466,15,20,263.19,2025-04-13,8,Occasional Riders
R05467,52,22,315.16,2025-03-07,8,Occasional Riders
R05468,27,14,205.18,2025-04-01,4,At Risk Users
R05469,20,18,293.67,2025-04-08,7,Occasional Riders
R05470,16,25,422.08,2025-04-12,13,High‑Value Loyalists
R05471,1,20,308.83,2025-04-27,11,Regular Commuters
R05472,72,11,162.15,2025-02-15,3,At Risk Users
R05473,20,22,332.63,2025-04-08,10,Regular Commuters
R05474,8,25,353.67,2025-04-20,13,High‑Value Loyalists
R05475,12,15,208.91,2025-04-16,5,At Risk Users
R05476,4,20,272.7,2025-04-24,10,Regular Commuters
R05477,14,17,287.37,2025-04-14,8,Occasional Riders
R05478,8,23,405.1,2025-04-20,13,High‑Value Loyalists
R05479,2,23,350.57,2025-04-26,13,High‑Value Loyalists
R05480,2,15,203.82999999999998,2025-04-26,7,Occasional Riders
R05481,6,16,220.48,2025-04-22,6,Occasional Riders
R05482,4,22,308.49,2025-04-24,12,High‑Value Loyalists
R05483,13,27,421.97,2025-04-15,13,High‑Value Loyalists
R05484,9,18,263.89,2025-04-19,8,Occasional Riders
R05485,12,23,317.57,2025-04-16,10,Regular Commuters
R05486,21,15,210.12,2025-04-07,4,At Risk Users
R05487,7,20,318.99,2025-04-21,10,Regular Commuters
R05488,6,13,194.07,2025-04-22,6,Occasional Riders
R05489,15,19,278.23,2025-04-13,7,Occasional Riders
R05490,16,15,216.99,2025-04-12,5,At Risk Users
R05491,9,35,507.4,2025-04-19,14,High‑Value Loyalists
R05492,23,16,270.41,2025-04-05,5,At Risk Users
R05493,1,18,286.43,2025-04-27,10,Regular Commuters
R05494,2,23,363.59000000000003,2025-04-26,13,High‑Value Loyalists
R05495,5,22,338.35,2025-04-23,13,High‑Value Loyalists
R05496,20,29,507.5,2025-04-08,12,High‑Value Loyalists
R05497,44,14,229.95999999999998,2025-03-15,3,At Risk Users
R05498,11,18,230.37,2025-04-17,6,Occasional Riders
R05499,52,22,309.46,2025-03-07,8,Occasional Riders
R05500,54,20,332.5,2025-03-05,8,Occasional Riders
R05501,5,16,323.65,2025-04-23,10,Regular Commuters
R05502,27,15,241.9,2025-04-01,4,At Risk Users
R05503,17,24,399.96,2025-04-11,12,High‑Value Loyalists
R05504,2,20,296.56,2025-04-26,11,Regular Commuters
R05505,7,16,190.87,2025-04-21,6,Occasional Riders
R05506,22,25,323.78,2025-04-06,11,Regular Commuters
R05507,5,23,324.6,2025-04-23,13,High‑Value Loyalists
R05508,14,19,281.91,2025-04-14,7,Occasional Riders
R05509,6,17,246.97,2025-04-22,8,Occasional Riders
R05510,70,19,276.06,2025-02-17,5,At Risk Users
R05511,41,19,313.66,2025-03-18,6,Occasional Riders
R05512,4,18,295.39,2025-04-24,10,Regular Commuters
R05513,17,20,322.21,2025-04-11,9,Regular Commuters
R05514,5,23,379.71,2025-04-23,14,High‑Value Loyalists
R05515,19,26,391.89,2025-04-09,12,High‑Value Loyalists
R05516,9,25,397.66,2025-04-19,14,High‑Value Loyalists
R05517,65,14,220.3,2025-02-22,3,At Risk Users
R05518,6,15,241.94,2025-04-22,6,Occasional Riders
R05519,3,23,390.39,2025-04-25,14,High‑Value Loyalists
R05520,47,30,437.01,2025-03-12,11,Regular Commuters
R05521,13,17,282.63,2025-04-15,7,Occasional Riders
R05522,22,14,219.96,2025-04-06,4,At Risk Users
R05523,14,25,341.84,2025-04-14,12,High‑Value Loyalists
R05524,15,20,306.23,2025-04-13,9,Regular Commuters
R05525,11,24,448.62,2025-04-17,12,High‑Value Loyalists
R05526,21,11,196.47,2025-04-07,4,At Risk Users
R05527,55,26,422.26,2025-03-04,11,Regular Commuters
R05528,14,15,248.72,2025-04-14,6,Occasional Riders
R05529,32,18,283.96,2025-03-27,5,At Risk Users
R05530,52,23,325.8,2025-03-07,9,Regular Commuters
R05531,7,21,310.87,2025-04-21,10,Regular Commuters
R05532,12,22,275.75,2025-04-16,9,Regular Commuters
R05533,1,24,364.34000000000003,2025-04-27,13,High‑Value Loyalists
R05534,2,16,201.93,2025-04-26,7,Occasional Riders
R05535,8,21,299.85,2025-04-20,10,Regular Commuters
R05536,19,16,232.13,2025-04-09,4,At Risk Users
R05537,28,14,187.45,2025-03-31,4,At Risk Users
R05538,37,28,433.45,2025-03-22,11,Regular Commuters
R05539,14,24,326.82,2025-04-14,11,Regular Commuters
R05540,23,18,277.43,2025-04-05,6,Occasional Riders
R05541,6,25,344.16,2025-04-22,13,High‑Value Loyalists
R05542,13,23,357.07,2025-04-15,11,Regular Commuters
R05543,17,22,343.44,2025-04-11,11,Regular Commuters
R05544,62,19,301.85,2025-02-25,6,Occasional Riders
R05545,28,24,364.53,2025-03-31,10,Regular Commuters
R05546,5,17,270.31,2025-04-23,9,Regular Commuters
R05547,7,22,324.98,2025-04-21,12,High‑Value Loyalists
R05548,6,25,370.45,2025-04-22,14,High‑Value Loyalists
R05549,32,13,187.48,2025-03-27,3,At Risk Users
R05550,16,23,413.67,2025-04-12,12,High‑Value Loyalists
R05551,2,26,361.15,2025-04-26,14,High‑Value Loyalists
R05552,8,16,243.75,2025-04-20,6,Occasional Riders
R05553,25,8,120.93,2025-04-03,4,At Risk Users
R05554,12,18,236.44,2025-04-16,6,Occasional Riders
R05555,3,10,185.41,2025-04-25,7,Occasional Riders
R05556,66,19,283.9,2025-02-21,5,At Risk Users
R05557,31,20,326.43,2025-03-28,8,Occasional Riders
R05558,4,33,525.62,2025-04-24,15,High‑Value Loyalists
R05559,6,30,441.28,2025-04-22,14,High‑Value Loyalists
R05560,31,26,382.45,2025-03-28,11,Regular Commuters
R05561,34,19,287.5,2025-03-25,6,Occasional Riders
R05562,18,23,354.84,2025-04-10,11,Regular Commuters
R05563,23,22,311.04,2025-04-05,9,Regular Commuters
R05564,9,13,196.24,2025-04-19,6,Occasional Riders
R05565,27,21,322.95,2025-04-01,8,Occasional Riders
R05566,17,21,339.49,2025-04-11,10,Regular Commuters
R05567,11,13,182.79,2025-04-17,5,At Risk Users
R05568,9,20,270.1,2025-04-19,9,Regular Commuters
R05569,7,18,254.88,2025-04-21,8,Occasional Riders
R05570,64,18,265.27,2025-02-23,5,At Risk Users
R05571,9,20,294.49,2025-04-19,10,Regular Commuters
R05572,2,18,261.59,2025-04-26,9,Regular Commuters
R05573,29,23,342.26,2025-03-30,10,Regular Commuters
R05574,60,15,240.62,2025-02-27,3,At Risk Users
R05575,11,18,313.0,2025-04-17,8,Occasional Riders
R05576,16,23,332.03,2025-04-12,11,Regular Commuters
R05577,1,23,321.32,2025-04-27,12,High‑Value Loyalists
R05578,9,21,354.85,2025-04-19,11,Regular Commuters
R05579,5,17,246.65,2025-04-23,9,Regular Commuters
R05580,14,17,276.08,2025-04-14,7,Occasional Riders
R05581,1,17,305.75,2025-04-27,10,Regular Commuters
R05582,33,14,212.73,2025-03-26,3,At Risk Users
R05583,46,21,373.33,2025-03-13,9,Regular Commuters
R05584,1,18,324.18,2025-04-27,11,Regular Commuters
R05585,53,15,258.28,2025-03-06,4,At Risk Users
R05586,24,22,356.04,2025-04-04,10,Regular Commuters
R05587,22,21,307.06,2025-04-06,8,Occasional Riders
R05588,6,27,421.57,2025-04-22,14,High‑Value Loyalists
R05589,5,24,358.94,2025-04-23,13,High‑Value Loyalists
R05590,8,22,377.44,2025-04-20,13,High‑Value Loyalists
R05591,38,17,241.17000000000002,2025-03-21,4,At Risk Users
R05592,29,21,341.44,2025-03-30,9,Regular Commuters
R05593,3,26,407.02,2025-04-25,15,High‑Value Loyalists
R05594,13,17,307.68,2025-04-15,8,Occasional Riders
R05595,4,21,317.09000000000003,2025-04-24,11,Regular Commuters
R05596,6,26,363.05,2025-04-22,13,High‑Value Loyalists
R05597,2,27,396.56,2025-04-26,15,High‑Value Loyalists
R05598,21,29,421.4,2025-04-07,12,High‑Value Loyalists
R05599,55,20,304.13,2025-03-04,7,Occasional Riders
R05600,31,19,311.97,2025-03-28,6,Occasional Riders
R05601,5,18,299.2,2025-04-23,10,Regular Commuters
R05602,2,24,384.35,2025-04-26,14,High‑Value Loyalists
R05603,12,23,386.77,2025-04-16,12,High‑Value Loyalists
R05604,18,12,197.47,2025-04-10,5,At Risk Users
R05605,5,23,354.42,2025-04-23,13,High‑Value Loyalists
R05606,6,24,341.52,2025-04-22,12,High‑Value Loyalists
R05607,3,15,225.3,2025-04-25,7,Occasional Riders
R05608,55,21,335.16,2025-03-04,8,Occasional Riders
R05609,3,26,428.07,2025-04-25,15,High‑Value Loyalists
R05610,36,19,242.29,2025-03-23,4,At Risk Users
R05611,4,25,372.63,2025-04-24,15,High‑Value Loyalists
R05612,3,18,273.62,2025-04-25,9,Regular Commuters
R05613,7,21,311.75,2025-04-21,10,Regular Commuters
R05614,24,18,300.33,2025-04-04,7,Occasional Riders
R05615,25,21,375.51,2025-04-03,10,Regular Commuters
R05616,29,21,296.69,2025-03-30,8,Occasional Riders
R05617,1,28,439.14,2025-04-27,15,High‑Value Loyalists
R05618,71,14,208.01,2025-02-16,3,At Risk Users
R05619,1,23,365.31,2025-04-27,13,High‑Value Loyalists
R05620,26,14,223.61,2025-04-02,4,At Risk Users
R05621,33,15,255.32,2025-03-26,4,At Risk Users
R05622,2,16,278.43,2025-04-26,8,Occasional Riders
R05623,9,23,373.24,2025-04-19,13,High‑Value Loyalists
R05624,23,16,259.16,2025-04-05,5,At Risk Users
R05625,5,23,373.92,2025-04-23,14,High‑Value Loyalists
R05626,20,20,319.81,2025-04-08,8,Occasional Riders
R05627,17,25,344.12,2025-04-11,12,High‑Value Loyalists
R05628,16,20,269.49,2025-04-12,8,Occasional Riders
R05629,17,17,208.05,2025-04-11,6,Occasional Riders
R05630,15,23,337.48,2025-04-13,11,Regular Commuters
R05631,32,15,222.15,2025-03-27,3,At Risk Users
R05632,1,29,442.38,2025-04-27,15,High‑Value Loyalists
R05633,54,25,404.41,2025-03-05,11,Regular Commuters
R05634,5,19,337.42,2025-04-23,11,Regular Commuters
R05635,2,20,331.01,2025-04-26,12,High‑Value Loyalists
R05636,3,22,346.68,2025-04-25,13,High‑Value Loyalists
R05637,6,24,420.51,2025-04-22,13,High‑Value Loyalists
R05638,53,19,255.67000000000002,2025-03-06,5,At Risk Users
R05639,9,26,397.2,2025-04-19,14,High‑Value Loyalists
R05640,18,16,249.28,2025-04-10,6,Occasional Riders
R05641,6,30,424.87,2025-04-22,14,High‑Value Loyalists
R05642,4,18,261.13,2025-04-24,9,Regular Commuters
R05643,16,21,295.43,2025-04-12,9,Regular Commuters
R05644,10,21,286.14,2025-04-18,10,Regular Commuters
R05645,4,19,253.97,2025-04-24,9,Regular Commuters
R05646,54,25,410.52,2025-03-05,11,Regular Commuters
R05647,31,17,258.16,2025-03-28,5,At Risk Users
R05648,15,22,376.2,2025-04-13,12,High‑Value Loyalists
R05649,32,24,360.95,2025-03-27,9,Regular Commuters
R05650,30,16,247.39000000000001,2025-03-29,5,At Risk Users
R05651,1,23,352.83,2025-04-27,13,High‑Value Loyalists
R05652,3,17,279.82,2025-04-25,9,Regular Commuters
R05653,20,22,374.35,2025-04-08,11,Regular Commuters
R05654,8,19,361.39,2025-04-20,10,Regular Commuters
R05655,28,24,396.15000000000003,2025-03-31,11,Regular Commuters
R05656,23,15,245.37,2025-04-05,5,At Risk Users
R05657,4,15,234.73,2025-04-24,7,Occasional Riders
R05658,19,15,244.87,2025-04-09,5,At Risk Users
R05659,3,19,281.25,2025-04-25,9,Regular Commuters
R05660,4,23,346.34000000000003,2025-04-24,13,High‑Value Loyalists
R05661,12,19,313.92,2025-04-16,8,Occasional Riders
R05662,30,18,276.31,2025-03-29,6,Occasional Riders
R05663,16,22,278.13,2025-04-12,9,Regular Commuters
R05664,18,25,344.26,2025-04-10,12,High‑Value Loyalists
R05665,12,21,327.29,2025-04-16,10,Regular Commuters
R05666,1,15,236.01999999999998,2025-04-27,7,Occasional Riders
R05667,4,21,344.97,2025-04-24,12,High‑Value Loyalists
R05668,2,28,356.11,2025-04-26,14,High‑Value Loyalists
R05669,35,20,319.84,2025-03-24,7,Occasional Riders
R05670,5,16,303.98,2025-04-23,9,Regular Commuters
R05671,5,20,306.26,2025-04-23,11,Regular Commuters
R05672,21,20,241.96,2025-04-07,6,Occasional Riders
R05673,14,13,189.31,2025-04-14,5,At Risk Users
R05674,7,27,374.37,2025-04-21,14,High‑Value Loyalists
R05675,6,23,306.04,2025-04-22,11,Regular Commuters
R05676,7,20,294.65999999999997,2025-04-21,10,Regular Commuters
R05677,7,26,390.75,2025-04-21,14,High‑Value Loyalists
R05678,25,17,219.65,2025-04-03,5,At Risk Users
R05679,20,20,274.7,2025-04-08,7,Occasional Riders
R05680,9,13,170.74,2025-04-19,6,Occasional Riders
R05681,11,18,282.47,2025-04-17,7,Occasional Riders
R05682,1,19,289.46999999999997,2025-04-27,10,Regular Commuters
R05683,81,18,298.02,2025-02-06,6,Occasional Riders
R05684,25,24,364.18,2025-04-03,10,Regular Commuters
R05685,16,23,371.85,2025-04-12,12,High‑Value Loyalists
R05686,13,15,256.73,2025-04-15,6,Occasional Riders
R05687,63,16,227.17,2025-02-24,3,At Risk Users
R05688,45,19,303.53,2025-03-14,6,Occasional Riders
R05689,26,14,221.07,2025-04-02,4,At Risk Users
R05690,1,21,308.86,2025-04-27,11,Regular Commuters
R05691,11,17,237.9,2025-04-17,6,Occasional Riders
R05692,6,22,382.27,2025-04-22,13,High‑Value Loyalists
R05693,16,18,270.77,2025-04-12,7,Occasional Riders
R05694,7,18,260.47,2025-04-21,8,Occasional Riders
R05695,8,20,330.02,2025-04-20,11,Regular Commuters
R05696,12,20,342.7,2025-04-16,10,Regular Commuters
R05697,2,19,296.48,2025-04-26,10,Regular Commuters
R05698,13,18,285.38,2025-04-15,7,Occasional Riders
R05699,37,14,262.65999999999997,2025-03-22,4,At Risk Users
R05700,19,15,217.95,2025-04-09,4,At Risk Users
R05701,5,17,275.88,2025-04-23,9,Regular Commuters
R05702,1,32,498.05,2025-04-27,15,High‑Value Loyalists
R05703,16,16,232.44,2025-04-12,5,At Risk Users
R05704,35,23,349.82,2025-03-24,9,Regular Commuters
R05705,74,18,270.78,2025-02-13,5,At Risk Users
R05706,23,24,375.76,2025-04-05,11,Regular Commuters
R05707,33,18,270.06,2025-03-26,5,At Risk Users
R05708,3,15,215.66,2025-04-25,7,Occasional Riders
R05709,41,15,242.81,2025-03-18,3,At Risk Users
R05710,21,16,270.48,2025-04-07,5,At Risk Users
R05711,1,25,452.79,2025-04-27,15,High‑Value Loyalists
R05712,16,16,222.03,2025-04-12,5,At Risk Users
R05713,20,19,321.93,2025-04-08,7,Occasional Riders
R05714,1,15,197.39000000000001,2025-04-27,7,Occasional Riders
R05715,21,15,282.15,2025-04-07,5,At Risk Users
R05716,7,15,221.06,2025-04-21,6,Occasional Riders
R05717,81,18,263.59,2025-02-06,5,At Risk Users
R05718,22,20,411.77,2025-04-06,10,Regular Commuters
R05719,26,21,332.31,2025-04-02,9,Regular Commuters
R05720,12,20,332.26,2025-04-16,10,Regular Commuters
R05721,7,18,270.96999999999997,2025-04-21,8,Occasional Riders
R05722,15,24,337.2,2025-04-13,11,Regular Commuters
R05723,30,22,331.76,2025-03-29,10,Regular Commuters
R05724,12,20,333.24,2025-04-16,10,Regular Commuters
R05725,21,16,250.28,2025-04-07,5,At Risk Users
R05726,21,14,201.7,2025-04-07,4,At Risk Users
R05727,12,19,300.12,2025-04-16,8,Occasional Riders
R05728,20,24,344.78,2025-04-08,10,Regular Commuters
R05729,10,15,268.58,2025-04-18,7,Occasional Riders
R05730,7,20,301.13,2025-04-21,10,Regular Commuters
R05731,13,20,331.21,2025-04-15,10,Regular Commuters
R05732,31,17,259.17,2025-03-28,5,At Risk Users
R05733,28,13,217.95,2025-03-31,4,At Risk Users
R05734,22,21,285.61,2025-04-06,7,Occasional Riders
R05735,1,19,265.19,2025-04-27,9,Regular Commuters
R05736,9,23,311.27,2025-04-19,11,Regular Commuters
R05737,2,15,208.66,2025-04-26,7,Occasional Riders
R05738,32,25,406.84,2025-03-27,11,Regular Commuters
